id,target_type,target_name,check_type,sql_or_command,expected_result,severity
552,table_or_view,public.conversations,notification_insert_compatibility,Heuristic/targeted check on conversations: notification_insert_compatibility,notification_insert_compatibility should pass for conversations,P1
553,table_or_view,public.conversations,realtime_channel_mapping,Heuristic/targeted check on conversations: realtime_channel_mapping,realtime_channel_mapping should pass for conversations,P2
554,table_or_view,public.conversations,storage_acl_scope,Heuristic/targeted check on conversations: storage_acl_scope,storage_acl_scope should pass for conversations,P1
555,table_or_view,public.conversations,avatar_upload_constraints,Heuristic/targeted check on conversations: avatar_upload_constraints,avatar_upload_constraints should pass for conversations,P2
556,table_or_view,public.conversations,google_avatar_sync,Heuristic/targeted check on conversations: google_avatar_sync,google_avatar_sync should pass for conversations,P2
557,table_or_view,public.conversations,oauth_role_routing,Heuristic/targeted check on conversations: oauth_role_routing,oauth_role_routing should pass for conversations,P0
558,table_or_view,public.conversations,password_login_role_routing,Heuristic/targeted check on conversations: password_login_role_routing,password_login_role_routing should pass for conversations,P0
559,table_or_view,public.conversations,session_expiry_recovery,Heuristic/targeted check on conversations: session_expiry_recovery,session_expiry_recovery should pass for conversations,P1
560,table_or_view,public.conversations,failed_fetch_error_surface,Heuristic/targeted check on conversations: failed_fetch_error_surface,failed_fetch_error_surface should pass for conversations,P1
561,table_or_view,public.conversations,mobile_layout_data_endpoint_stability,Heuristic/targeted check on conversations: mobile_layout_data_endpoint_stability,mobile_layout_data_endpoint_stability should pass for conversations,P2
562,table_or_view,public.conversations,csv_export_source_integrity,Heuristic/targeted check on conversations: csv_export_source_integrity,csv_export_source_integrity should pass for conversations,P2
563,table_or_view,public.conversations,search_query_performance_baseline,Heuristic/targeted check on conversations: search_query_performance_baseline,search_query_performance_baseline should pass for conversations,P2
564,table_or_view,public.conversations,n_plus_one_query_risk,Heuristic/targeted check on conversations: n_plus_one_query_risk,n_plus_one_query_risk should pass for conversations,P2
565,table_or_view,public.conversations,deadlock_risk_heuristic,Heuristic/targeted check on conversations: deadlock_risk_heuristic,deadlock_risk_heuristic should pass for conversations,P2
566,table_or_view,public.conversations,race_condition_risk_heuristic,Heuristic/targeted check on conversations: race_condition_risk_heuristic,race_condition_risk_heuristic should pass for conversations,P1
567,table_or_view,public.conversations,transaction_atomicity_required_paths,Heuristic/targeted check on conversations: transaction_atomicity_required_paths,transaction_atomicity_required_paths should pass for conversations,P0
568,table_or_view,public.conversations,service_role_leak_scan,Heuristic/targeted check on conversations: service_role_leak_scan,service_role_leak_scan should pass for conversations,P0
569,table_or_view,public.conversations,anon_role_capability_boundary,Heuristic/targeted check on conversations: anon_role_capability_boundary,anon_role_capability_boundary should pass for conversations,P0
570,table_or_view,public.conversations,admin_godmode_boundary,Heuristic/targeted check on conversations: admin_godmode_boundary,admin_godmode_boundary should pass for conversations,P1
571,table_or_view,public.conversations,soft_delete_behavior_check,Heuristic/targeted check on conversations: soft_delete_behavior_check,soft_delete_behavior_check should pass for conversations,P2
572,table_or_view,public.conversations,hard_delete_guardrails,Heuristic/targeted check on conversations: hard_delete_guardrails,hard_delete_guardrails should pass for conversations,P1
573,table_or_view,public.conversations,topup_pending_to_success_transition,Heuristic/targeted check on conversations: topup_pending_to_success_transition,topup_pending_to_success_transition should pass for conversations,P0
574,table_or_view,public.conversations,invoice_pending_to_paid_transition,Heuristic/targeted check on conversations: invoice_pending_to_paid_transition,invoice_pending_to_paid_transition should pass for conversations,P0
575,table_or_view,public.conversations,commission_post_payment_trigger,Heuristic/targeted check on conversations: commission_post_payment_trigger,commission_post_payment_trigger should pass for conversations,P1
576,table_or_view,public.conversations,billing_dashboard_reflection,Heuristic/targeted check on conversations: billing_dashboard_reflection,billing_dashboard_reflection should pass for conversations,P1
577,table_or_view,public.conversations,notifications_dashboard_reflection,Heuristic/targeted check on conversations: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for conversations,P1
578,table_or_view,public.conversations,data_persistence_after_refresh,Heuristic/targeted check on conversations: data_persistence_after_refresh,data_persistence_after_refresh should pass for conversations,P0
579,table_or_view,public.conversations,schema_cache_mismatch_scan,Heuristic/targeted check on conversations: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for conversations,P0
580,table_or_view,public.conversations,compat_columns_fallback_scan,Heuristic/targeted check on conversations: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for conversations,P1
581,table_or_view,public.conversations,legacy_table_compat_view_check,Heuristic/targeted check on conversations: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for conversations,P2
582,table_or_view,public.conversations,check_constraint_enforcement,Heuristic/targeted check on conversations: check_constraint_enforcement,check_constraint_enforcement should pass for conversations,P1
